"dI [mm]","wF [mm]","Freq [GHz]","dB(S(1,1)) []"
7.5,4.5,2.93,-0.962634250485164
7.5,4.5,2.933,-0.960035451073096
7.5,4.5,2.936,-0.957498928732272
7.5,4.5,2.939,-0.955023809182701
7.5,4.5,2.942,-0.952609242295765
7.5,4.5,2.945,-0.950254401615452
7.5,4.5,2.948,-0.947958483893065
7.5,4.5,2.951,-0.945720708635123
7.5,4.5,2.954,-0.943540317664063
7.5,4.5,2.957,-0.941416574691377
7.5,4.5,2.96,-0.939348764902906
7.5,4.5,2.963,-0.937336194555929
7.5,4.5,2.966,-0.935378190587774
7.5,4.5,2.969,-0.933474100235578
7.5,4.5,2.972,-0.931623290666975
7.5,4.5,2.975,-0.929825148621363
7.5,4.5,2.978,-0.928079080061541
7.5,4.5,2.981,-0.92638450983532
7.5,4.5,2.984,-0.924740881347015
7.5,4.5,2.987,-0.923147656238403
7.5,4.5,2.99,-0.921604314078987
7.5,4.5,2.993,-0.92011035206528
7.5,4.5,2.996,-0.918665284728932
7.5,4.5,2.999,-0.917268643653376
7.5,4.5,3.002,-0.915919977198878
7.5,4.5,3.005,-0.914618850235684
7.5,4.5,3.008,-0.913364843885099
7.5,4.5,3.011,-0.9121575552683
7.5,4.5,3.014,-0.910996597262665
7.5,4.5,3.017,-0.909881598265435
7.5,4.5,3.02,-0.908812201964497
7.5,4.5,3.023,-0.907788067116183
7.5,4.5,3.026,-0.906808867329797
7.5,4.5,3.029,-0.905874290858796
7.5,4.5,3.032,-0.904984040398395
7.5,4.5,3.035,-0.904137832889488
7.5,4.5,3.038,-0.903335399328684
7.5,4.5,3.041,-0.902576484584323
7.5,4.5,3.044,-0.901860847218322
7.5,4.5,3.047,-0.901188259313741
7.5,4.5,3.05,-0.900558506307846
