"lP [mm]","wF [mm]","Freq [GHz]","dB(S(1,1)) []"
27.8,2,2.216,-0.979986146508599
27.8,2,2.219,-0.999456967717736
27.8,2,2.222,-1.0195592087415
27.8,2,2.225,-1.04032038311144
27.8,2,2.228,-1.06176947403071
27.8,2,2.231,-1.08393702642005
27.8,2,2.234,-1.10685524552462
27.8,2,2.237,-1.13055810260197
27.8,2,2.24,-1.15508144825709
27.8,2,2.243,-1.18046313403946
27.8,2,2.246,-1.20674314297163
27.8,2,2.249,-1.23396372973796
27.8,2,2.252,-1.26216957132725
27.8,2,2.255,-1.29140792899453
27.8,2,2.258,-1.32172882248536
27.8,2,2.261,-1.35318521755236
27.8,2,2.264,-1.38583322788834
27.8,2,2.267,-1.41973233270442
27.8,2,2.27,-1.45494561129664
27.8,2,2.273,-1.4915399960709
27.8,2,2.276,-1.52958654563606
27.8,2,2.279,-1.56916073972933
27.8,2,2.282,-1.61034279790918
27.8,2,2.285,-1.65321802414046
27.8,2,2.288,-1.6978771796065
27.8,2,2.291,-1.74441688631699
27.8,2,2.294,-1.79294006434056
27.8,2,2.297,-1.84355640578146
27.8,2,2.3,-1.89638288894461
27.8,2,2.303,-1.95154433649727
27.8,2,2.306,-2.0091740218444
27.8,2,2.309,-2.06941432839583
27.8,2,2.312,-2.13241746692373
27.8,2,2.315,-2.19834625679907
27.8,2,2.318,-2.2673749775669
27.8,2,2.321,-2.33969029808628
27.8,2,2.324,-2.41549229133839
27.8,2,2.327,-2.49499554401575
27.8,2,2.33,-2.57843037117184
27.8,2,2.333,-2.66604414756293
27.8,2,2.336,-2.7581027688903
27.8,2,2.339,-2.8548922579953
27.8,2,2.342,-2.9567205332283
27.8,2,2.345,-3.0639193587726
27.8,2,2.348,-3.17684649973961
27.8,2,2.351,-3.29588810846636
27.8,2,2.354,-3.42146137276449
27.8,2,2.357,-3.55401746205139
27.8,2,2.36,-3.69404481352435
27.8,2,2.363,-3.84207280805465
27.8,2,2.366,-3.99867589455945
27.8,2,2.369,-4.16447823259239
27.8,2,2.372,-4.34015893617994
27.8,2,2.375,-4.52645801797819
27.8,2,2.378,-4.72418315214681
27.8,2,2.381,-4.93421739747047
27.8,2,2.384,-5.15752804968826
27.8,2,2.387,-5.39517682403065
27.8,2,2.39,-5.64833160546784
27.8,2,2.393,-5.91828004406133
27.8,2,2.396,-6.20644531314125
27.8,2,2.399,-6.51440438232423
27.8,2,2.402,-6.8439091725357
27.8,2,2.405,-7.1969109307982
27.8,2,2.408,-7.57558804033586
27.8,2,2.411,-7.98237717571737
27.8,2,2.414,-8.42000705267185
27.8,2,2.417,-8.89153268616988
27.8,2,2.42,-9.40036544796711
27.8,2,2.423,-9.95028913860723
27.8,2,2.426,-10.5454425085586
27.8,2,2.429,-11.1902298195557
27.8,2,2.432,-11.8890847057098
27.8,2,2.435,-12.6459427914516
27.8,2,2.438,-13.463146564367
27.8,2,2.441,-14.3392678754421
27.8,2,2.444,-15.2649541852242
27.8,2,2.447,-16.2155078487723
27.8,2,2.45,-17.1393280463619
27.8,2,2.453,-17.945331846266
27.8,2,2.456,-18.5040369744232
27.8,2,2.459,-18.6878252346768
27.8,2,2.462,-18.4463296799802
27.8,2,2.465,-17.8444978189987
27.8,2,2.468,-17.0143484847767
27.8,2,2.471,-16.0814026710864
27.8,2,2.474,-15.1308817307947
27.8,2,2.477,-14.2099300067413
27.8,2,2.48,-13.3405729044324
27.8,2,2.483,-12.5307416767879
27.8,2,2.486,-11.7811692284496
27.8,2,2.489,-11.0892052885232
27.8,2,2.492,-10.4508036709607
27.8,2,2.495,-9.86151645900549
27.8,2,2.498,-9.31696926162865
27.8,2,2.501,-8.81307092454519
27.8,2,2.504,-8.3460898715722
27.8,2,2.507,-7.91266535688252
27.8,2,2.51,-7.50978868448341
27.8,2,2.513,-7.13477221970142
27.8,2,2.516,-6.78521507277294
27.8,2,2.519,-6.45896969357577
27.8,2,2.522,-6.15411122203294
27.8,2,2.525,-5.86891022255855
27.8,2,2.528,-5.60180883393394
27.8,2,2.531,-5.35140009322168
27.8,2,2.534,-5.11641008715682
27.8,2,2.537,-4.89568256355723
27.8,2,2.54,-4.68816565441885
27.8,2,2.543,-4.49290039824323
27.8,2,2.546,-4.30901078984842
27.8,2,2.549,-4.13569512557939
27.8,2,2.552,-3.97221844785521
27.8,2,2.555,-3.81790592445684
27.8,2,2.558,-3.67213702482013
27.8,2,2.561,-3.53434037820027
27.8,2,2.564,-3.40398921742242
27.8,2,2.567,-3.28059732756742
27.8,2,2.57,-3.16371543187074
27.8,2,2.573,-3.05292795779022
27.8,2,2.576,-2.94785013502066
27.8,2,2.579,-2.8481253845272
27.8,2,2.582,-2.75342296371454
27.8,2,2.585,-2.66343583787005
27.8,2,2.588,-2.57787875220407
27.8,2,2.591,-2.49648648231033
27.8,2,2.594,-2.41901224380877
27.8,2,2.597,-2.34522624440986
27.8,2,2.6,-2.27491436373993
27.8,2,2.603,-2.2078769480503
27.8,2,2.606,-2.14392770846046
27.8,2,2.609,-2.08289271269456
27.8,2,2.612,-2.02460946140073
27.8,2,2.615,-1.96892604112109
27.8,2,2.618,-1.915700346832
27.8,2,2.621,-1.86479936771763
27.8,2,2.624,-1.81609853049225
27.8,2,2.627,-1.76948109516048
27.8,2,2.63,-1.72483759861197
27.8,2,2.633,-1.68206534189592
27.8,2,2.636,-1.64106791742006
27.8,2,2.639,-1.60175477267453
27.8,2,2.642,-1.56404080739861
27.8,2,2.645,-1.52784600139286
27.8,2,2.648,-1.49309507043448
27.8,2,2.651,-1.45971714798315
27.8,2,2.654,-1.42764549057119
27.8,2,2.657,-1.39681720495851
27.8,2,2.66,-1.36717299530085
27.8,2,2.663,-1.33865692873255
27.8,2,2.666,-1.31121621790265
27.8,2,2.669,-1.28480101912835
27.8,2,2.672,-1.25936424494351
27.8,2,2.675,-1.23486138992282
27.8,2,2.678,-1.21125036875598
27.8,2,2.681,-1.18849136563191
27.8,2,2.684,-1.16654669407041
27.8,2,2.687,-1.14538066640967
27.8,2,2.69,-1.12495947222279
27.8,2,2.693,-1.10525106499516
27.8,2,2.696,-1.08622505644863
27.8,2,2.699,-1.0678526179478
27.8,2,2.702,-1.05010638846813
27.8,2,2.705,-1.03296038864762
27.8,2,2.708,-1.01638994048085
27.8,2,2.711,-1.00037159224893
27.8,2,2.714,-0.98488304831059
27.8,2,2.717,-0.969903103408646
27.8,2,2.72,-0.95541158117252
27.8,2,2.723,-0.941389276522193
27.8,2,2.726,-0.927817901701083
27.8,2,2.729,-0.914680035686256
27.8,2,2.732,-0.901959076743017
27.8,2,2.735,-0.88963919790854
27.8,2,2.738,-0.877705305205136
27.8,2,2.741,-0.866142998398451
27.8,2,2.744,-0.854938534129579
27.8,2,2.747,-0.844078791262439
27.8,2,2.75,-0.833551238299351
27.8,2,2.753,-0.823343902728458
27.8,2,2.756,-0.813445342176181
27.8,2,2.759,-0.803844617247285
27.8,2,2.762,-0.794531265943155
27.8,2,2.765,-0.78549527955686
27.8,2,2.768,-0.776727079950484
27.8,2,2.771,-0.768217498126931
27.8,2,2.774,-0.75995775401454
27.8,2,2.777,-0.751939437388296
27.8,2,2.78,-0.744154489856797
27.8,2,2.783,-0.736595187849003
27.8,2,2.786,-0.729254126539033
27.8,2,2.789,-0.722124204651802
27.8,2,2.792,-0.715198610095696
27.8,2,2.795,-0.708470806372477
27.8,2,2.798,-0.701934519717603
27.8,2,2.801,-0.695583726927378
27.8,2,2.804,-0.689412643832196
27.8,2,2.807,-0.683415714377752
27.8,2,2.81,-0.677587600278567
27.8,2,2.813,-0.671923171210493
27.8,2,2.816,-0.666417495511027
27.8,2,2.819,-0.661065831358109
27.8,2,2.822,-0.655863618400145
27.8,2,2.825,-0.650806469811515
27.8,2,2.828,-0.645890164749558
27.8,2,2.831,-0.641110641190469
27.8,2,2.834,-0.636463989122976
27.8,2,2.837,-0.631946444079871
27.8,2,2.84,-0.627554380988862
27.8,2,2.843,-0.623284308325147
27.8,2,2.846,-0.619132862549297
27.8,2,2.849,-0.615096802815008
27.8,2,2.852,-0.611173005932144
27.8,2,2.855,-0.607358461571461
27.8,2,2.858,-0.603650267698076
27.8,2,2.861,-0.600045626221675
27.8,2,2.864,-0.596541838851966
27.8,2,2.867,-0.593136303148725
27.8,2,2.87,-0.589826508756265
27.8,2,2.873,-0.586610033812845
27.8,2,2.876,-0.583484541526032
27.8,2,2.879,-0.580447776905486
27.8,2,2.882,-0.577497563645291
27.8,2,2.885,-0.574631801148174
27.8,2,2.888,-0.57184846168456
27.8,2,2.891,-0.56914558767976
27.8,2,2.894,-0.566521289122864
27.8,2,2.897,-0.563973741091446
27.8,2,2.9,-0.561501181386329
27.8,2,2.903,-0.559101908271081
27.8,2,2.906,-0.556774278311204
27.8,2,2.909,-0.554516704308188
27.8,2,2.912,-0.552327653323882
27.8,2,2.915,-0.550205644790961
27.8,2,2.918,-0.548149248705333
27.8,2,2.921,-0.546157083896718
27.8,2,2.924,-0.544227816373683
27.8,2,2.927,-0.542360157739783
27.8,2,2.93,-0.540552863677367
27.8,2,2.933,-0.538804732496154
27.8,2,2.936,-0.537114603743469
27.8,2,2.939,-0.535481356873402
27.8,2,2.942,-0.53390390997232
27.8,2,2.945,-0.532381218538047
27.8,2,2.948,-0.530912274310524
27.8,2,2.951,-0.529496104151538
27.8,2,2.954,-0.528131768971437
27.8,2,2.957,-0.526818362700768
27.8,2,2.96,-0.525555011304918
27.8,2,2.963,-0.524340871839885
27.8,2,2.966,-0.523175131547438
27.8,2,2.969,-0.522057006988015
27.8,2,2.972,-0.520985743209756
27.8,2,2.975,-0.519960612952164
27.8,2,2.978,-0.518980915882964
27.8,2,2.981,-0.518045977866805
27.8,2,2.984,-0.517155150264495
27.8,2,2.987,-0.516307809261539
27.8,2,2.99,-0.515503355224778
27.8,2,2.993,-0.514741212086078
27.8,2,2.996,-0.514020826751902
27.8,2,2.999,-0.513341668537845
27.8,2,3.002,-0.512703228627095
27.8,2,3.005,-0.512105019551928
27.8,2,3.008,-0.511546574697362
27.8,2,3.011,-0.511027447826113
27.8,2,3.014,-0.510547212624058
27.8,2,3.017,-0.510105462265479
27.8,2,3.02,-0.509701808997285
27.8,2,3.023,-0.509335883741607
27.8,2,3.026,-0.509007335716054
27.8,2,3.029,-0.508715832070979
27.8,2,3.032,-0.508461057543256
27.8,2,3.035,-0.508242714125844
27.8,2,3.038,-0.508060520752729
27.8,2,3.041,-0.507914212998635
27.8,2,3.044,-0.507803542793064
27.8,2,3.047,-0.507728278148122
27.8,2,3.05,-0.507688202899754
